X,Y,R,G,B
0,0,54,3,232
1,0,49,4,233
2,0,46,3,238
3,0,44,5,239
4,0,45,4,238
5,0,44,2,237
6,0,42,4,236
7,0,45,2,239
8,0,46,1,238
9,0,50,0,240
10,0,43,2,232
11,0,47,254,239
12,0,46,0,237
13,0,42,254,234
14,0,39,2,235
15,0,40,2,234
16,0,45,1,238
17,0,46,253,238
18,0,46,253,241
19,0,37,2,236
20,0,45,0,241
21,0,40,0,236
22,0,40,0,240
23,0,35,2,235
24,0,39,1,237
25,0,30,254,235
26,0,37,254,240
27,0,39,1,239
28,0,36,1,240
29,0,36,3,239
30,0,43,1,236
31,0,41,1,240
32,0,44,1,246
33,0,40,254,246
34,0,37,254,247
35,0,39,255,247
36,0,32,0,243
37,0,38,255,246
38,0,40,2,241
39,0,40,254,242
40,0,27,254,241
41,0,35,254,246
42,0,33,254,240
43,0,35,255,239
44,0,30,255,246
45,0,31,253,247
46,0,33,251,246
47,0,28,249,241
48,0,34,248,241
49,0,27,251,245
50,0,30,249,246
51,0,28,248,248
52,0,26,247,242
53,0,23,248,245
54,0,28,246,247
55,0,25,248,241
56,0,27,247,245
57,0,22,247,245
58,0,28,246,246
59,0,30,245,254
60,0,32,245,253
61,0,22,247,251
62,0,28,248,254
63,0,30,249,250
64,0,22,246,248
65,0,28,247,247
66,0,26,244,250
67,0,25,240,252
68,0,29,244,251
69,0,17,250,246
70,0,26,248,254
71,0,19,248,247
72,0,21,248,245
73,0,18,247,249
74,0,19,250,245
75,0,18,248,251
76,0,17,250,252
77,0,20,248,252
78,0,20,248,251
79,0,17,248,250
80,0,16,250,247
81,0,21,251,246
82,0,15,250,245
83,0,17,250,250
84,0,16,252,252
85,0,19,252,251
86,0,13,251,249
87,0,13,250,252
88,0,13,252,250
89,0,10,251,249
90,0,17,253,253
91,0,10,252,249
92,0,7,252,249
93,0,8,255,245
94,0,9,252,250
95,0,3,252,1
96,0,7,250,251
97,0,2,252,251
98,0,9,254,249
99,0,7,253,252
100,0,7,252,255
101,0,9,253,248
102,0,4,251,255
103,0,3,249,254
104,0,5,251,252
105,0,8,253,253
106,0,255,1,252
107,0,1,254,0
108,0,255,254,252
109,0,254,254,253
110,0,2,253,252
111,0,2,255,253
112,0,2,255,251
113,0,255,0,2
114,0,0,250,1
115,0,249,254,255
116,0,255,0,1
117,0,253,255,255
118,0,254,254,4
119,0,2,255,4
0,1,54,4,232
1,1,51,2,235
2,1,47,1,237
3,1,48,4,236
4,1,50,4,238
5,1,47,3,238
6,1,45,3,238
7,1,47,2,237
8,1,45,2,233
9,1,48,3,237
10,1,44,1,234
11,1,48,0,238
12,1,44,2,237
13,1,46,0,236
14,1,39,1,236
15,1,45,1,238
16,1,44,1,236
17,1,41,1,234
18,1,46,1,237
19,1,38,1,237
20,1,43,1,236
21,1,42,1,236
22,1,44,1,238
23,1,43,254,238
24,1,40,0,236
25,1,30,255,237
26,1,34,0,237
27,1,34,1,238
28,1,40,1,240
29,1,38,2,239
30,1,39,2,241
31,1,42,1,242
32,1,43,0,244
33,1,43,255,245
34,1,35,1,243
35,1,37,2,240
36,1,37,0,243
37,1,40,254,244
38,1,39,0,243
39,1,36,2,242
40,1,32,254,244
41,1,36,253,245
42,1,35,254,244
43,1,38,255,243
44,1,34,251,245
45,1,32,254,245
46,1,28,251,242
47,1,32,251,243
48,1,31,250,242
49,1,30,251,246
50,1,30,248,242
51,1,25,248,245
52,1,28,247,243
53,1,23,247,248
54,1,29,247,244
55,1,28,246,245
56,1,27,245,247
57,1,29,248,248
58,1,25,248,242
59,1,29,247,250
60,1,26,247,246
61,1,26,248,249
62,1,26,246,249
63,1,29,246,250
64,1,24,245,249
65,1,24,247,249
66,1,27,245,251
67,1,27,245,251
68,1,22,248,248
69,1,21,246,249
70,1,22,246,251
71,1,21,245,251
72,1,22,247,249
73,1,19,246,248
74,1,20,247,249
75,1,20,247,250
76,1,21,247,250
77,1,20,249,252
78,1,18,247,253
79,1,20,248,251
80,1,15,250,251
81,1,19,250,250
82,1,15,250,250
83,1,17,250,252
84,1,15,249,253
85,1,15,251,251
86,1,13,251,251
87,1,13,251,252
88,1,11,252,250
89,1,11,251,252
90,1,14,252,251
91,1,10,251,248
92,1,9,253,248
93,1,10,252,250
94,1,8,253,253
95,1,5,254,255
96,1,10,250,250
97,1,7,252,249
98,1,11,0,251
99,1,6,253,250
100,1,5,252,253
101,1,10,254,253
102,1,2,251,249
103,1,3,250,253
104,1,6,251,255
105,1,5,252,251
106,1,1,252,0
107,1,0,254,252
108,1,0,254,252
109,1,255,255,253
110,1,4,252,253
111,1,1,254,255
112,1,0,254,254
113,1,254,254,255
114,1,254,254,254
115,1,252,254,0
116,1,0,254,0
117,1,0,254,1
118,1,252,253,0
119,1,254,252,255
0,2,49,6,229
1,2,47,3,232
2,2,47,3,233
3,2,50,3,231
4,2,51,2,232
5,2,46,4,235
6,2,45,4,236
7,2,46,3,237
8,2,46,3,236
9,2,47,1,239
10,2,45,0,236
11,2,45,254,240
12,2,41,3,236
13,2,45,2,238
14,2,44,2,236
15,2,47,1,239
16,2,39,3,236
17,2,42,255,237
18,2,39,2,236
19,2,42,0,240
20,2,40,0,233
21,2,41,255,236
22,2,42,0,237
23,2,41,255,239
24,2,38,0,234
25,2,33,0,237
26,2,38,0,238
27,2,36,0,238
28,2,40,1,239
29,2,44,2,241
30,2,43,2,243
31,2,42,2,237
32,2,38,2,240
33,2,40,0,240
34,2,33,2,239
35,2,33,2,242
36,2,39,1,243
37,2,40,0,246
38,2,38,0,245
39,2,36,0,242
40,2,38,253,247
