X,Y,R,G,B
0,0,52,6,206
1,0,48,8,205
2,0,48,6,207
3,0,42,8,207
4,0,45,8,204
5,0,46,7,203
6,0,44,7,206
7,0,44,8,208
8,0,39,9,204
9,0,49,5,206
10,0,45,6,206
11,0,42,5,202
12,0,41,6,206
13,0,35,6,203
14,0,40,6,203
15,0,37,7,202
16,0,38,7,200
17,0,39,5,204
18,0,39,6,206
19,0,35,7,207
20,0,40,4,212
21,0,38,6,202
22,0,38,5,209
23,0,32,9,203
24,0,34,7,205
25,0,35,4,208
26,0,30,2,210
27,0,36,6,209
28,0,35,5,208
29,0,30,6,207
30,0,28,4,206
31,0,31,3,208
32,0,32,4,209
33,0,29,2,210
34,0,34,0,213
35,0,33,3,211
36,0,25,3,208
37,0,25,3,210
38,0,31,5,208
39,0,33,2,209
40,0,29,2,208
41,0,26,2,213
42,0,21,3,207
43,0,21,4,203
44,0,31,1,208
45,0,34,1,212
46,0,32,1,214
47,0,28,1,210
48,0,26,254,212
49,0,29,1,213
50,0,21,255,212
51,0,27,2,212
52,0,29,253,212
53,0,24,253,214
54,0,22,250,211
55,0,15,254,208
56,0,17,254,207
57,0,15,252,209
58,0,23,249,211
59,0,23,250,216
60,0,22,252,214
61,0,25,251,215
62,0,27,253,220
63,0,26,1,216
64,0,26,254,217
65,0,21,253,211
66,0,25,251,217
67,0,27,248,222
68,0,21,252,219
69,0,15,1,216
70,0,21,0,219
71,0,23,252,216
72,0,18,254,217
73,0,18,254,215
74,0,20,253,217
75,0,16,254,219
76,0,18,253,217
77,0,22,0,220
78,0,19,254,214
79,0,19,0,215
80,0,16,0,216
81,0,18,2,214
82,0,16,255,215
83,0,19,0,219
84,0,18,255,218
85,0,17,0,221
86,0,17,255,220
87,0,17,253,222
88,0,15,1,219
89,0,7,1,216
90,0,13,3,222
91,0,8,1,217
92,0,7,1,219
93,0,9,2,217
94,0,5,1,216
95,0,6,1,223
96,0,9,255,224
97,0,3,1,220
98,0,15,1,225
99,0,9,1,221
100,0,10,3,219
101,0,5,1,221
102,0,7,1,227
