X,Y,R,G,B
0,0,64,2,233
1,0,60,1,234
2,0,65,253,237
3,0,59,0,238
4,0,57,1,232
5,0,55,2,234
6,0,58,0,233
7,0,61,255,238
8,0,52,255,237
9,0,58,255,236
10,0,57,0,234
11,0,54,254,231
12,0,52,0,231
13,0,53,253,232
14,0,52,255,233
15,0,51,255,236
16,0,48,1,228
17,0,53,253,238
18,0,51,255,233
19,0,46,1,232
20,0,51,253,241
21,0,46,253,235
22,0,48,2,235
23,0,48,1,233
24,0,47,255,234
25,0,46,253,233
26,0,49,254,239
27,0,49,253,240
28,0,42,254,239
29,0,45,255,235
30,0,42,255,234
31,0,45,254,239
32,0,48,254,240
33,0,42,254,236
34,0,48,252,243
35,0,43,254,240
36,0,42,252,241
37,0,41,254,240
38,0,43,1,237
39,0,50,253,242
40,0,40,255,239
41,0,42,252,245
42,0,43,254,239
43,0,37,0,235
44,0,44,253,239
45,0,43,255,242
46,0,39,253,241
47,0,38,255,234
48,0,39,251,240
49,0,38,1,240
50,0,38,252,242
51,0,37,255,239
52,0,35,252,236
53,0,35,253,238
54,0,36,251,239
55,0,32,254,233
56,0,26,254,233
57,0,29,254,234
58,0,33,251,240
59,0,32,253,241
60,0,34,253,239
61,0,37,253,240
62,0,36,253,246
63,0,41,2,242
64,0,38,0,241
65,0,30,0,241
66,0,37,254,243
67,0,36,255,242
68,0,35,1,244
69,0,33,3,244
70,0,33,2,243
71,0,35,1,240
72,0,35,4,240
73,0,32,3,241
74,0,30,4,241
75,0,33,5,240
76,0,29,4,243
77,0,35,6,243
78,0,33,4,243
79,0,35,2,245
80,0,31,4,242
81,0,32,4,242
82,0,24,4,238
83,0,29,5,243
84,0,35,4,246
85,0,31,5,244
86,0,29,3,244
87,0,28,1,247
88,0,25,4,245
89,0,27,3,243
90,0,32,6,247
91,0,22,4,244
92,0,22,6,246
93,0,23,5,239
94,0,21,2,243
95,0,18,2,248
96,0,24,1,250
97,0,14,2,250
98,0,20,3,248
99,0,21,3,247
100,0,20,2,244
101,0,18,3,243
102,0,20,0,251
103,0,19,255,251
104,0,15,255,246
105,0,12,0,252
106,0,12,1,249
107,0,15,3,251
108,0,12,2,255
109,0,14,0,251
110,0,17,0,250
111,0,15,0,251
112,0,13,255,254
113,0,11,0,252
114,0,18,254,253
115,0,9,254,252
116,0,13,255,255
117,0,11,255,254
118,0,7,253,0
119,0,7,255,254
0,1,68,3,233
1,1,59,3,231
2,1,62,0,234
3,1,61,2,235
4,1,60,0,236
5,1,57,3,234
6,1,60,2,237
7,1,60,1,235
8,1,53,255,236
9,1,58,0,234
10,1,54,255,235
11,1,56,255,235
12,1,54,1,234
13,1,57,253,232
14,1,50,253,236
15,1,53,255,235
16,1,53,0,232
17,1,49,0,236
18,1,52,0,234
19,1,48,1,233
20,1,49,0,237
21,1,49,0,236
22,1,51,1,236
23,1,50,254,234
24,1,47,255,233
25,1,46,255,234
26,1,46,255,237
27,1,45,254,234
28,1,47,254,241
29,1,42,255,236
30,1,43,0,236
31,1,44,254,239
32,1,44,252,240
33,1,42,253,237
34,1,42,255,238
35,1,43,0,236
36,1,44,253,241
37,1,41,0,240
38,1,42,0,238
39,1,39,1,238
40,1,37,255,239
41,1,40,255,242
42,1,42,0,237
43,1,38,255,238
44,1,40,252,238
45,1,40,254,239
46,1,35,255,234
47,1,38,0,236
48,1,39,253,241
49,1,39,255,239
50,1,36,251,236
51,1,35,254,239
52,1,39,252,237
53,1,33,253,242
54,1,34,250,239
55,1,33,252,234
56,1,30,252,236
57,1,32,253,236
58,1,35,250,238
59,1,32,253,237
60,1,32,253,236
61,1,37,255,235
62,1,36,0,240
63,1,40,255,242
64,1,38,0,241
65,1,32,0,241
66,1,37,1,241
67,1,36,255,241
68,1,34,2,242
69,1,35,255,242
70,1,31,2,242
71,1,38,2,242
72,1,38,2,246
73,1,35,2,239
74,1,30,2,241
75,1,32,3,242
76,1,31,4,241
77,1,30,3,245
78,1,34,1,244
79,1,35,2,245
80,1,30,5,243
81,1,31,5,244
82,1,30,4,243
83,1,31,3,244
84,1,34,4,244
85,1,27,3,243
86,1,27,1,248
87,1,24,4,246
88,1,27,2,244
89,1,28,2,244
90,1,32,4,245
91,1,25,1,245
92,1,25,3,247
93,1,24,4,243
94,1,23,4,248
95,1,23,4,249
96,1,26,1,248
97,1,20,1,248
98,1,22,2,249
99,1,23,0,244
100,1,21,2,246
