X,Y,R,G,B
0,0,59,2,229
1,0,59,4,232
2,0,55,0,233
3,0,51,6,236
4,0,48,2,236
5,0,46,3,235
6,0,51,2,233
7,0,48,1,238
8,0,46,3,232
9,0,51,3,236
10,0,48,3,234
11,0,50,255,231
12,0,50,1,236
13,0,49,254,237
14,0,47,1,236
15,0,46,255,234
16,0,45,2,231
17,0,48,255,233
18,0,44,0,240
19,0,42,1,234
20,0,48,254,238
21,0,45,0,232
22,0,47,0,236
23,0,47,0,234
24,0,45,0,239
25,0,40,0,239
26,0,42,253,237
27,0,40,1,237
28,0,36,1,239
29,0,39,255,238
30,0,36,1,232
31,0,36,254,236
32,0,39,0,238
33,0,39,254,240
34,0,37,254,242
35,0,38,255,241
36,0,39,254,242
37,0,35,0,239
38,0,36,3,233
39,0,39,0,238
40,0,33,1,241
41,0,35,254,241
42,0,34,0,239
43,0,33,255,236
44,0,37,1,238
45,0,33,0,240
46,0,36,255,242
47,0,31,1,236
48,0,33,0,240
49,0,31,0,241
50,0,31,254,241
51,0,36,0,240
52,0,31,251,238
53,0,31,255,237
54,0,33,254,237
55,0,24,1,233
56,0,24,255,236
57,0,22,0,235
58,0,26,252,237
59,0,26,255,241
60,0,34,253,241
61,0,25,255,239
62,0,28,1,243
63,0,35,4,242
64,0,33,2,241
65,0,30,3,242
66,0,37,254,247
67,0,34,254,247
68,0,26,2,244
69,0,25,6,242
70,0,27,4,241
71,0,28,0,240
72,0,28,4,240
73,0,25,3,241
74,0,28,3,243
75,0,28,6,242
76,0,26,4,244
77,0,30,5,243
78,0,29,4,243
79,0,29,2,243
80,0,27,4,239
81,0,23,5,241
82,0,24,3,240
83,0,26,2,243
84,0,24,6,245
85,0,26,4,246
86,0,19,3,244
87,0,23,2,245
88,0,20,3,244
89,0,18,3,243
90,0,24,5,246
91,0,19,3,247
92,0,17,4,245
93,0,20,4,243
94,0,18,1,245
95,0,17,2,251
96,0,22,255,247
97,0,14,2,245
98,0,19,2,252
99,0,14,2,247
100,0,20,0,248
101,0,14,0,243
102,0,16,2,253
103,0,17,0,248
104,0,13,253,248
105,0,10,0,250
106,0,15,4,252
107,0,15,1,255
108,0,7,3,252
109,0,12,0,252
110,0,10,0,249
111,0,10,1,248
112,0,11,255,255
113,0,1,2,250
114,0,6,254,253
115,0,3,0,251
116,0,8,255,0
117,0,7,253,3
118,0,1,254,4
119,0,4,0,254
0,1,60,2,234
1,1,54,3,232
2,1,56,1,234
3,1,55,3,237
4,1,52,2,238
5,1,49,4,234
6,1,54,1,237
7,1,53,2,238
8,1,49,1,232
9,1,51,4,234
10,1,47,2,235
11,1,50,0,236
12,1,53,0,235
13,1,50,255,234
14,1,44,255,234
15,1,48,254,235
16,1,50,1,233
17,1,46,1,234
18,1,46,0,237
19,1,43,255,233
20,1,46,0,235
21,1,46,0,235
22,1,47,2,234
23,1,46,255,234
24,1,46,0,235
25,1,40,0,234
26,1,40,1,236
27,1,38,1,235
28,1,40,0,240
29,1,40,0,239
30,1,34,2,237
31,1,40,255,239
32,1,38,254,240
33,1,41,255,239
34,1,38,254,239
35,1,40,0,235
36,1,40,0,240
37,1,34,1,237
38,1,37,2,236
39,1,36,3,238
40,1,33,0,241
41,1,36,254,242
42,1,34,0,237
43,1,37,0,237
44,1,33,255,236
45,1,35,255,239
46,1,32,254,236
47,1,30,0,235
48,1,39,255,242
49,1,35,1,240
50,1,31,254,238
51,1,30,0,237
52,1,31,254,236
53,1,28,255,239
54,1,33,254,238
55,1,27,254,236
56,1,26,254,237
57,1,24,255,235
58,1,29,254,238
59,1,26,255,240
60,1,31,253,238
61,1,28,0,237
62,1,31,2,240
63,1,37,1,242
64,1,31,1,239
65,1,31,3,239
66,1,32,3,243
67,1,32,2,241
68,1,26,2,241
69,1,27,1,240
70,1,30,2,241
71,1,29,3,241
72,1,29,3,242
73,1,26,1,237
74,1,29,2,242
75,1,30,3,240
76,1,27,3,241
77,1,27,3,241
78,1,29,2,244
79,1,29,4,243
80,1,23,5,242
81,1,25,3,244
82,1,24,4,242
83,1,27,2,247
84,1,23,5,244
85,1,24,4,244
86,1,23,2,245
87,1,25,4,245
88,1,24,2,245
89,1,21,3,247
90,1,27,2,246
91,1,21,2,244
92,1,19,4,245
93,1,19,2,245
94,1,19,4,247
95,1,19,4,250
96,1,22,1,248
97,1,15,1,247
98,1,18,1,250
99,1,13,3,247
100,1,20,1,249
101,1,17,3,247
102,1,10,2,247
103,1,12,254,247
104,1,13,255,251
105,1,12,254,248
106,1,14,0,251
107,1,12,1,250
108,1,9,0,251
109,1,13,0,251
110,1,10,0,250
111,1,9,0,251
112,1,7,0,254
113,1,7,254,252
114,1,7,255,252
115,1,6,0,254
116,1,7,1,255
117,1,7,254,1
118,1,2,254,255
119,1,4,0,252
0,2,61,4,230
1,2,53,3,228
2,2,53,3,231
3,2,56,2,235
4,2,55,2,234
5,2,50,3,229
6,2,53,2,237
7,2,52,3,235
8,2,54,2,235
9,2,52,0,233
10,2,49,254,236
11,2,48,255,239
12,2,48,0,233
13,2,47,1,235
14,2,48,2,235
15,2,50,2,236
16,2,48,1,237
17,2,47,0,234
18,2,47,255,236
19,2,48,0,237
20,2,45,1,233
21,2,47,0,236
