X,Y,R,G,B
0,0,68,3,234
1,0,62,2,238
2,0,65,255,240
3,0,59,2,236
4,0,53,1,237
5,0,53,2,234
6,0,51,4,233
7,0,57,0,242
8,0,57,1,238
9,0,63,0,240
10,0,54,1,236
11,0,59,254,230
12,0,56,255,235
13,0,55,254,238
14,0,50,2,229
15,0,53,255,235
16,0,52,0,235
17,0,58,253,236
18,0,54,252,240
19,0,50,255,236
20,0,49,254,238
21,0,49,1,232
22,0,56,255,241
23,0,46,0,234
24,0,49,1,236
25,0,48,254,240
26,0,48,253,243
27,0,48,0,241
28,0,48,254,240
29,0,45,0,237
30,0,45,255,235
31,0,46,254,238
32,0,46,255,241
33,0,46,252,238
34,0,46,252,242
35,0,44,254,243
36,0,47,252,243
37,0,48,253,243
38,0,45,1,240
39,0,50,255,242
40,0,43,253,240
41,0,44,254,244
42,0,42,254,240
43,0,40,0,239
44,0,40,1,238
45,0,44,254,243
46,0,43,255,242
47,0,38,254,238
48,0,45,253,240
49,0,37,255,244
50,0,41,253,244
51,0,37,0,240
52,0,45,252,241
53,0,39,252,240
54,0,39,252,237
55,0,30,1,235
56,0,32,253,238
57,0,33,253,238
58,0,36,250,239
59,0,33,252,241
60,0,33,252,240
61,0,36,252,240
62,0,39,255,246
63,0,40,4,242
64,0,39,2,244
65,0,40,1,242
66,0,37,255,245
67,0,38,255,248
68,0,38,0,246
69,0,33,5,242
70,0,36,4,245
71,0,34,2,244
72,0,29,5,241
73,0,28,3,241
74,0,36,5,240
75,0,30,6,242
76,0,36,4,243
77,0,35,4,242
78,0,31,5,243
79,0,34,3,246
80,0,30,7,241
81,0,31,7,242
82,0,30,5,241
83,0,32,4,245
84,0,31,6,243
85,0,33,4,246
86,0,30,6,240
87,0,25,4,242
88,0,31,5,246
89,0,25,4,245
90,0,31,8,249
91,0,24,4,244
92,0,28,3,246
93,0,25,6,242
94,0,23,4,246
95,0,19,5,250
96,0,17,4,250
97,0,21,4,246
98,0,20,3,249
99,0,22,3,251
100,0,25,3,248
101,0,23,1,249
102,0,21,3,252
103,0,19,255,253
104,0,19,254,249
105,0,17,1,253
106,0,13,4,247
107,0,21,2,253
108,0,12,0,251
109,0,20,0,252
110,0,15,2,251
111,0,15,255,253
112,0,14,0,0
113,0,10,2,254
114,0,15,254,254
115,0,10,1,251
116,0,9,2,2
117,0,7,2,255
118,0,9,255,255
119,0,10,255,254
0,1,67,2,233
1,1,58,2,235
2,1,64,255,238
3,1,64,2,237
4,1,60,2,238
5,1,56,3,238
6,1,54,3,235
7,1,60,2,240
8,1,54,1,237
9,1,60,2,236
10,1,53,1,234
11,1,57,255,236
12,1,54,255,237
13,1,58,255,235
14,1,51,255,234
15,1,57,255,237
16,1,52,1,233
17,1,54,1,236
18,1,56,1,237
19,1,50,254,236
20,1,49,0,235
21,1,52,0,235
22,1,54,0,238
23,1,50,254,236
24,1,51,0,236
25,1,46,254,238
26,1,48,254,239
27,1,46,0,237
28,1,48,0,240
29,1,47,254,238
30,1,44,254,240
31,1,44,254,242
32,1,48,252,243
33,1,47,253,240
34,1,45,255,239
35,1,43,0,237
36,1,49,254,243
37,1,45,255,239
38,1,43,255,240
39,1,43,1,240
40,1,40,255,240
41,1,44,253,242
42,1,44,254,241
43,1,40,255,240
44,1,40,255,240
45,1,42,255,241
46,1,41,253,237
47,1,39,255,239
48,1,42,255,239
49,1,40,254,242
50,1,42,252,240
51,1,36,0,238
52,1,42,253,239
53,1,41,253,244
54,1,37,252,239
55,1,33,252,234
56,1,32,251,238
57,1,32,253,237
58,1,35,252,238
59,1,35,253,241
60,1,36,254,238
61,1,37,255,238
62,1,40,0,241
63,1,39,1,242
64,1,35,0,239
65,1,38,2,243
66,1,40,0,246
67,1,37,1,245
68,1,39,2,247
69,1,37,1,243
70,1,35,3,243
71,1,37,2,244
72,1,31,4,242
73,1,26,2,238
74,1,30,5,240
75,1,34,4,242
76,1,34,4,242
77,1,32,3,244
78,1,32,2,244
79,1,35,4,247
80,1,32,6,244
81,1,31,6,244
82,1,31,5,245
83,1,29,2,247
84,1,31,4,244
85,1,31,4,245
86,1,31,5,245
87,1,28,5,245
88,1,30,5,244
89,1,25,4,244
90,1,29,4,246
91,1,24,4,243
92,1,26,4,250
93,1,25,5,246
94,1,25,6,247
95,1,23,5,249
96,1,26,2,248
97,1,22,3,245
98,1,21,4,248
99,1,21,2,246
100,1,21,4,247
101,1,26,3,252
102,1,15,2,246
103,1,18,255,251
104,1,17,1,250
105,1,19,0,253
106,1,15,1,254
107,1,19,1,252
108,1,15,2,251
109,1,18,0,255
110,1,17,1,250
111,1,13,0,252
112,1,14,1,252
113,1,12,0,253
114,1,12,1,252
115,1,10,0,255
116,1,14,0,0
117,1,10,0,2
118,1,10,254,255
119,1,9,254,254
0,2,64,4,230
1,2,56,4,233
2,2,62,1,235
3,2,64,2,236
4,2,62,2,234
5,2,57,1,235
6,2,55,3,234
7,2,58,4,235
8,2,59,1,239
9,2,58,255,236
10,2,56,254,238
11,2,53,254,239
12,2,49,1,237
13,2,53,1,236
14,2,53,2,236
15,2,59,0,238
16,2,52,2,237
17,2,53,255,235
18,2,51,254,233
19,2,52,0,236
20,2,50,0,234
21,2,50,255,234
22,2,51,1,240
23,2,53,254,242
24,2,50,255,236
25,2,47,255,238
26,2,48,253,238
27,2,47,255,239
28,2,47,255,237
29,2,50,254,239
30,2,48,254,241
31,2,48,0,238
32,2,46,255,238
33,2,43,255,238
34,2,47,255,239
35,2,45,1,240
36,2,47,0,241
37,2,44,255,240
38,2,46,255,240
39,2,42,0,237
40,2,45,254,244
41,2,48,255,240
42,2,44,253,242
43,2,42,253,240
44,2,41,0,241
45,2,41,254,241
46,2,40,254,241
47,2,40,1,240
48,2,45,254,242
49,2,36,255,238
50,2,40,255,236
51,2,40,253,240
52,2,40,253,238
53,2,40,252,240
54,2,37,251,241
55,2,35,253,236
56,2,33,251,240
57,2,30,253,238
58,2,29,252,238
59,2,33,255,238
60,2,38,252,242
61,2,38,0,241
62,2,38,0,241
63,2,38,1,242
64,2,34,1,242
65,2,37,1,242
66,2,40,0,247
67,2,36,2,242
68,2,37,0,243
69,2,37,0,245
70,2,37,0,243
71,2,36,1,245
72,2,31,2,244
73,2,33,2,240
74,2,32,5,243
75,2,38,2,243
76,2,34,3,243
77,2,33,3,245
78,2,34,4,245
79,2,35,4,247
80,2,32,4,245
81,2,29,5,245
82,2,27,5,243
83,2,29,4,247
84,2,28,5,245
85,2,29,4,244
86,2,32,4,250
87,2,29,4,245
88,2,29,5,246
89,2,27,4,243
90,2,28,3,247
91,2,24,6,245
92,2,25,2,248
93,2,28,4,247
94,2,27,4,249
95,2,22,4,246
96,2,28,3,249
97,2,26,4,246
98,2,24,5,247
99,2,19,3,250
100,2,22,0,249
101,2,25,1,247
102,2,16,4,245
103,2,17,253,250
104,2,17,3,247
105,2,17,2,249
106,2,20,0,252
107,2,20,1,252
108,2,16,2,249
109,2,16,255,253
110,2,19,0,252
111,2,15,0,250
112,2,14,0,252
113,2,11,1,250
114,2,9,1,252
115,2,9,0,255
116,2,16,254,1
117,2,12,255,255
118,2,10,255,253
119,2,10,255,1
0,3,67,6,235
1,3,63,3,235
2,3,59,5,233
3,3,61,1,234
4,3,63,3,233
5,3,57,2,233
6,3,58,3,237
7,3,61,1,234
8,3,57,0,237
9,3,59,2,238
10,3,57,255,237
11,3,54,254,236
12,3,50,2,233
13,3,55,255,237
14,3,52,2,235
15,3,56,255,237
16,3,51,255,238
17,3,55,252,235
18,3,49,0,233
19,3,52,0,236
20,3,53,255,235
21,3,54,254,235
22,3,51,255,237
23,3,53,254,240
24,3,48,255,238
25,3,45,1,234
26,3,48,253,239
27,3,50,255,239
28,3,48,254,238
29,3,48,253,240
30,3,46,255,240
31,3,49,255,238
32,3,46,253,237
33,3,45,255,236
34,3,46,1,236
35,3,48,254,241
36,3,47,255,240
37,3,43,254,242
38,3,44,254,242
39,3,47,0,236
40,3,46,251,241
41,3,47,253,239
42,3,42,252,242
43,3,45,255,241
44,3,42,254,241
45,3,39,0,239
46,3,45,252,244
47,3,40,255,242
48,3,45,251,245
49,3,35,254,242
50,3,38,254,239
51,3,39,253,239
52,3,42,253,242
53,3,37,254,240
54,3,31,253,236
55,3,36,252,239
56,3,34,252,238
57,3,29,254,239
58,3,35,252,239
59,3,36,0,243
60,3,38,255,244
61,3,40,0,244
62,3,39,0,240
63,3,37,3,244
64,3,37,254,244
65,3,38,3,239
66,3,36,0,242
67,3,37,1,244
68,3,35,1,242
69,3,35,2,242
70,3,39,2,244
71,3,34,0,244
72,3,34,2,246
73,3,33,1,242
74,3,36,3,243
75,3,41,2,248
76,3,35,3,245
77,3,34,7,241
78,3,34,2,243
79,3,36,3,244
80,3,36,4,245
81,3,31,5,244
82,3,30,5,245
83,3,30,4,245
84,3,29,3,246
85,3,31,3,246
86,3,34,3,248
87,3,28,2,248
88,3,28,6,248
89,3,28,3,245
90,3,30,4,250
91,3,28,5,248
92,3,24,5,245
93,3,30,4,247
94,3,23,4,246
95,3,26,5,249
96,3,25,6,248
97,3,21,4,244
98,3,25,3,247
99,3,21,4,248
100,3,18,3,249
101,3,18,3,244
102,3,18,4,246
103,3,20,1,250
104,3,18,4,250
105,3,18,2,249
106,3,18,0,250
107,3,20,1,251
108,3,15,2,248
109,3,15,2,251
110,3,17,0,250
111,3,18,1,250
112,3,16,255,254
113,3,10,1,250
114,3,13,1,254
115,3,12,255,254
116,3,12,255,254
117,3,10,0,0
118,3,12,254,1
119,3,10,254,3
0,4,69,3,235
1,4,68,4,230
2,4,67,5,231
