X,Y,R,G,B
0,0,51,2,224
1,0,52,255,228
2,0,47,254,226
3,0,46,1,229
4,0,42,0,226
5,0,47,253,229
6,0,44,0,231
7,0,45,254,235
8,0,48,252,233
9,0,51,251,231
10,0,48,253,234
11,0,45,252,230
12,0,43,253,232
13,0,41,253,234
14,0,45,253,237
15,0,42,254,230
16,0,46,254,233
17,0,46,250,237
18,0,44,250,238
19,0,41,251,234
20,0,41,248,236
21,0,41,249,229
22,0,37,250,234
23,0,36,254,229
24,0,35,250,236
25,0,33,247,237
26,0,34,244,238
27,0,34,251,232
28,0,30,251,234
29,0,23,252,232
30,0,28,249,233
31,0,30,249,237
32,0,35,249,241
33,0,32,250,241
34,0,34,249,242
35,0,33,250,245
36,0,31,249,243
37,0,30,250,242
38,0,30,251,235
39,0,34,251,237
40,0,28,248,237
41,0,24,248,237
42,0,24,250,234
43,0,23,251,233
44,0,26,251,237
45,0,26,250,238
46,0,23,251,238
47,0,23,252,235
48,0,24,251,234
49,0,25,253,239
50,0,20,252,237
51,0,26,251,240
52,0,26,250,238
53,0,18,252,237
54,0,24,252,236
55,0,11,255,232
56,0,18,252,235
57,0,14,253,233
58,0,13,252,234
59,0,14,252,235
60,0,21,251,238
61,0,19,250,238
62,0,18,252,241
63,0,20,0,236
64,0,22,0,238
65,0,26,1,241
66,0,18,0,242
67,0,16,255,241
68,0,21,1,241
69,0,17,4,237
70,0,15,5,237
71,0,20,1,238
72,0,17,6,233
73,0,20,3,239
74,0,18,4,238
75,0,14,6,239
76,0,16,4,238
77,0,17,6,240
78,0,20,5,237
79,0,16,5,236
80,0,18,5,239
81,0,17,8,233
82,0,12,6,234
83,0,15,7,240
84,0,13,8,241
85,0,13,9,240
86,0,12,7,238
87,0,13,2,243
88,0,12,8,237
89,0,7,7,240
90,0,11,8,244
91,0,5,8,239
92,0,11,8,239
93,0,11,8,237
94,0,2,7,237
95,0,7,5,245
96,0,8,4,239
97,0,4,6,240
98,0,1,7,243
99,0,7,7,239
100,0,6,4,239
101,0,4,5,240
102,0,10,5,246
103,0,9,1,247
104,0,5,2,244
105,0,4,3,242
106,0,253,4,242
107,0,3,4,243
108,0,254,3,247
109,0,1,1,246
110,0,2,3,246
111,0,5,2,250
112,0,1,3,248
113,0,251,4,248
114,0,255,0,247
115,0,248,3,245
116,0,0,1,252
117,0,250,2,249
118,0,253,255,255
119,0,250,3,254
0,1,53,0,224
1,1,51,253,230
2,1,50,253,229
3,1,47,254,230
4,1,49,254,230
5,1,46,255,229
6,1,50,253,230
7,1,49,254,232
8,1,46,254,232
9,1,51,254,231
10,1,46,252,232
11,1,44,253,231
12,1,42,252,231
13,1,46,251,229
14,1,42,251,233
15,1,46,254,236
16,1,49,253,232
17,1,46,253,235
18,1,42,253,232
19,1,42,249,236
20,1,39,251,232
21,1,39,249,234
22,1,40,251,235
23,1,40,250,233
24,1,37,249,236
25,1,32,249,234
26,1,34,248,236
27,1,33,249,232
28,1,31,250,235
29,1,29,250,234
30,1,26,251,237
31,1,32,247,234
32,1,37,246,242
33,1,32,248,240
34,1,30,251,239
35,1,32,252,237
36,1,36,249,242
37,1,30,249,241
38,1,31,250,236
39,1,27,252,236
40,1,25,247,237
41,1,28,248,236
42,1,28,248,235
43,1,26,250,236
44,1,26,249,237
45,1,26,251,238
46,1,24,249,236
47,1,25,252,236
48,1,26,251,236
49,1,25,251,238
50,1,23,249,235
51,1,21,252,239
52,1,27,249,237
53,1,20,252,238
54,1,22,251,236
55,1,17,252,233
56,1,15,249,235
57,1,17,252,233
58,1,13,251,233
59,1,16,254,234
60,1,15,251,234
61,1,19,253,235
62,1,18,253,237
63,1,22,255,237
64,1,20,0,238
65,1,24,2,239
66,1,19,0,241
67,1,18,0,239
68,1,20,2,241
69,1,21,2,239
70,1,15,3,238
71,1,20,2,238
72,1,21,3,239
73,1,16,4,237
74,1,15,4,239
75,1,13,4,237
76,1,16,6,237
77,1,16,4,239
78,1,17,4,237
79,1,17,5,239
80,1,16,6,238
81,1,16,6,238
82,1,15,6,239
83,1,15,6,241
84,1,14,7,241
85,1,12,8,238
86,1,13,7,239
87,1,16,5,242
88,1,14,7,239
89,1,10,5,241
90,1,17,5,241
91,1,8,5,240
92,1,8,7,242
93,1,11,6,240
94,1,4,8,242
95,1,11,6,246
96,1,11,5,242
97,1,5,5,241
98,1,5,5,243
99,1,5,5,240
100,1,6,4,242
101,1,4,7,243
102,1,4,5,241
103,1,5,3,246
104,1,5,5,244
105,1,4,0,243
106,1,0,1,245
107,1,2,4,244
108,1,2,4,246
109,1,1,3,247
110,1,1,1,245
111,1,255,1,249
112,1,253,2,248
113,1,255,0,248
114,1,1,1,246
115,1,254,2,251
116,1,0,2,251
117,1,250,1,253
118,1,252,1,252
119,1,250,1,250
0,2,51,4,222
1,2,51,255,229
2,2,51,254,230
3,2,49,0,229
4,2,52,253,228
5,2,46,254,227
6,2,49,253,227
7,2,51,252,233
8,2,47,255,231
9,2,49,251,231
10,2,45,251,235
11,2,44,251,233
12,2,41,251,236
13,2,45,252,234
14,2,44,253,235
15,2,47,254,235
16,2,45,253,236
17,2,44,251,235
18,2,37,252,231
19,2,40,250,237
20,2,38,250,232
21,2,37,250,233
22,2,41,250,233
23,2,38,249,234
24,2,36,249,236
25,2,33,247,233
26,2,33,249,234
27,2,31,248,234
28,2,33,248,233
29,2,33,248,234
30,2,29,249,236
31,2,33,249,232
32,2,31,246,237
33,2,30,248,236
34,2,31,251,237
35,2,30,252,238
36,2,34,250,239
37,2,29,249,239
38,2,32,248,239
39,2,28,250,235
40,2,29,249,239
41,2,30,250,238
42,2,28,248,237
43,2,28,250,238
44,2,26,250,238
45,2,28,250,239
46,2,25,250,239
47,2,24,253,238
48,2,27,251,239
49,2,21,252,236
50,2,24,251,235
51,2,23,249,239
52,2,23,250,236
53,2,22,251,238
54,2,22,250,237
55,2,17,251,233
56,2,16,251,233
57,2,15,250,235
58,2,12,250,234
59,2,20,251,236
60,2,14,253,237
61,2,16,254,235
62,2,19,254,238
63,2,22,254,237
64,2,18,1,240
65,2,20,2,237
66,2,19,2,238
67,2,19,1,240
68,2,19,0,237
69,2,20,1,238
70,2,18,2,237
71,2,15,4,239
72,2,14,3,241
73,2,20,3,237
74,2,17,2,237
75,2,14,3,238
76,2,15,5,236
77,2,17,5,239
78,2,15,5,241
79,2,16,7,240
80,2,17,6,238
81,2,15,5,238
82,2,16,4,239
83,2,13,7,242
84,2,13,5,243
85,2,11,5,235
86,2,15,7,244
87,2,14,7,240
88,2,13,7,241
89,2,11,6,242
90,2,14,6,240
91,2,9,6,240
92,2,9,5,243
93,2,11,7,241
94,2,5,7,243
95,2,9,4,245
96,2,8,5,242
97,2,9,5,240
98,2,9,6,241
99,2,4,5,243
100,2,8,2,244
101,2,5,4,242
102,2,4,5,242
103,2,3,3,246
104,2,5,0,243
105,2,254,0,242
106,2,5,1,248
107,2,3,3,245
108,2,255,3,245
109,2,0,1,246
110,2,4,1,249
111,2,251,3,248
112,2,254,2,247
113,2,254,3,245
114,2,1,1,248
115,2,250,1,250
116,2,1,254,252
117,2,254,0,251
118,2,251,255,249
119,2,254,1,249
0,3,53,4,228
1,3,56,1,227
2,3,50,0,226
3,3,51,0,227
4,3,51,253,230
5,3,49,254,228
6,3,47,255,230
7,3,54,250,234
8,3,50,251,230
9,3,47,254,230
10,3,45,252,234
11,3,46,249,229
12,3,42,252,228
13,3,45,251,234
14,3,42,253,234
15,3,45,251,235
16,3,41,253,236
17,3,41,249,232
18,3,36,251,232
19,3,42,250,232
20,3,42,249,234
21,3,37,249,231
22,3,37,250,232
23,3,38,249,233
24,3,35,249,233
25,3,32,248,231
26,3,34,248,232
27,3,34,249,232
28,3,34,248,232
29,3,32,248,238
30,3,29,249,235
31,3,29,249,233
32,3,31,247,234
33,3,30,248,234
34,3,32,249,231
35,3,30,250,238
36,3,30,250,237
37,3,28,248,238
38,3,27,251,238
39,3,29,250,234
40,3,29,247,239
41,3,27,248,235
42,3,29,248,238
43,3,29,251,236
44,3,27,248,239
45,3,27,250,239
46,3,26,250,240
47,3,23,251,240
48,3,28,250,241
49,3,19,251,238
50,3,22,251,233
51,3,24,249,237
52,3,24,250,235
53,3,22,250,238
54,3,20,250,236
55,3,13,250,233
56,3,17,249,233
57,3,15,251,235
58,3,15,251,236
59,3,19,252,239
60,3,17,253,236
61,3,21,254,237
62,3,18,0,237
63,3,23,0,238
64,3,15,255,239
65,3,18,3,236
66,3,22,255,239
67,3,19,2,238
68,3,16,0,237
69,3,17,3,238
70,3,17,3,239
71,3,15,1,241
72,3,19,1,240
73,3,19,3,238
74,3,17,3,238
75,3,18,5,243
76,3,18,3,241
77,3,13,6,237
78,3,10,5,237
79,3,18,3,241
80,3,18,6,240
81,3,18,6,239
82,3,14,7,241
83,3,11,5,239
84,3,13,5,242
85,3,11,5,240
86,3,14,5,242
87,3,14,5,241
88,3,12,8,241
89,3,11,5,240
90,3,14,7,240
91,3,13,7,241
92,3,11,8,242
93,3,9,5,243
94,3,5,5,244
95,3,7,7,245
96,3,4,6,243
97,3,9,5,240
98,3,10,5,241
99,3,12,5,246
100,3,6,5,244
101,3,2,5,239
102,3,1,4,244
103,3,4,4,245
104,3,4,4,244
105,3,1,3,245
106,3,3,2,246
107,3,7,4,247
108,3,0,2,247
109,3,2,2,247
110,3,1,2,246
111,3,1,3,246
112,3,6,1,247
113,3,253,3,245
114,3,0,3,248
115,3,252,2,247
116,3,255,0,250
117,3,252,0,252
118,3,250,0,250
119,3,252,255,251
0,4,56,2,231
1,4,55,1,226
2,4,57,2,228
3,4,49,255,231
4,4,50,255,228
5,4,50,255,230
6,4,49,253,230
7,4,50,252,228
8,4,52,252,231
9,4,46,252,233
10,4,45,250,234
11,4,49,250,232
12,4,45,253,232
13,4,46,249,233
14,4,42,252,233
15,4,45,252,234
16,4,43,251,238
17,4,38,252,236
18,4,40,250,234
19,4,41,250,236
20,4,39,250,236
21,4,39,251,234
22,4,35,250,234
23,4,33,251,232
24,4,33,249,235
25,4,31,248,231
26,4,34,249,232
27,4,34,248,231
28,4,36,249,233
29,4,27,248,236
30,4,33,247,234
31,4,35,247,239
